frame_id,source,frame,camera,folder,blur,brightness,blur_bin,brightness_bin,max_conf,conf_band,n_boxes,max_area_frac,large_box,stratum
ALLFISHDATA/Primary camera/DCIM/101GOPRO/GOPR1965.JPG,ALLFISHDATA,Primary camera/DCIM/101GOPRO/GOPR1965.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/101GOPRO,55.0,91.2,mid,mid,0.160,low,2,0.347981,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/101GOPRO/GOPR1973.JPG,ALLFISHDATA,Primary camera/DCIM/101GOPRO/GOPR1973.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/101GOPRO,58.3,89.8,mid,mid,0.227,low,1,0.355262,yes,faint
ALLFISHDATA/Primary camera/DCIM/101GOPRO/GOPR2000.JPG,ALLFISHDATA,Primary camera/DCIM/101GOPRO/GOPR2000.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/101GOPRO,62.8,87.1,mid,mid,0.390,mid,1,0.361851,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/101GOPRO/GOPR2005.JPG,ALLFISHDATA,Primary camera/DCIM/101GOPRO/GOPR2005.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/101GOPRO,57.7,85.8,mid,mid,0.302,mid,2,0.321855,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/101GOPRO/GOPR2008.JPG,ALLFISHDATA,Primary camera/DCIM/101GOPRO/GOPR2008.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/101GOPRO,69.4,84.7,high,mid,0.166,low,1,0.378768,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/101GOPRO/GOPR2017.JPG,ALLFISHDATA,Primary camera/DCIM/101GOPRO/GOPR2017.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/101GOPRO,50.2,78.7,mid,mid,0.276,mid,2,0.387861,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/101GOPRO/GOPR2018.JPG,ALLFISHDATA,Primary camera/DCIM/101GOPRO/GOPR2018.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/101GOPRO,47.3,79.0,low,mid,0.212,low,1,0.406558,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/101GOPRO/GOPR2063.JPG,ALLFISHDATA,Primary camera/DCIM/101GOPRO/GOPR2063.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/101GOPRO,3.2,1.3,low,low,0.125,low,1,0.142477,yes,faint
ALLFISHDATA/Primary camera/DCIM/101GOPRO/GOPR2073.JPG,ALLFISHDATA,Primary camera/DCIM/101GOPRO/GOPR2073.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/101GOPRO,2.9,0.6,low,low,0.228,low,1,0.099693,no,faint
ALLFISHDATA/Primary camera/DCIM/101GOPRO/GOPR2095.JPG,ALLFISHDATA,Primary camera/DCIM/101GOPRO/GOPR2095.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/101GOPRO,2.5,0.6,low,low,0.148,low,2,0.060896,no,fish_folders
ALLFISHDATA/Primary camera/DCIM/101GOPRO/GOPR2167.JPG,ALLFISHDATA,Primary camera/DCIM/101GOPRO/GOPR2167.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/101GOPRO,92.1,103.6,high,mid,0.608,high,1,0.204295,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2168.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2168.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,92.0,103.5,high,mid,0.746,high,3,0.204379,yes,confident
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2202.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2202.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,95.9,97.5,high,mid,0.491,mid,2,0.222421,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2207.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2207.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,91.9,96.9,high,mid,0.594,high,1,0.206304,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2223.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2223.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,91.9,95.6,high,mid,0.634,high,2,0.207897,yes,confident
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2225.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2225.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,87.9,96.2,high,mid,0.384,mid,2,0.207877,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2233.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2233.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,89.3,96.6,high,mid,0.168,low,2,0.217124,yes,faint
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2243.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2243.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,94.8,97.4,high,mid,0.508,high,2,0.206750,yes,confident
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2297.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2297.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,84.2,89.0,high,mid,0.728,high,1,0.203970,yes,confident
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2317.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2317.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,64.1,79.9,high,mid,0.647,high,1,0.207448,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2319.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2319.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,62.9,78.7,mid,mid,0.642,high,1,0.207652,yes,confident
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2324.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2324.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,62.6,74.9,mid,mid,0.627,high,1,0.208351,yes,confident
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2325.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2325.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,62.7,74.0,mid,low,0.696,high,2,0.345897,yes,confident
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2326.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2326.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,61.8,74.6,mid,mid,0.624,high,2,0.208146,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2338.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2338.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,100.0,60.7,high,low,0.634,high,6,0.424690,yes,confident
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2356.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2356.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,10.0,2.8,low,low,0.913,high,4,0.226085,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2358.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2358.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,5.9,2.3,low,low,0.908,high,3,0.226883,yes,confident
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2359.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2359.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,5.1,1.6,low,low,0.920,high,2,0.223836,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2361.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2361.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,3.0,0.8,low,low,0.366,mid,2,0.217872,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2363.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2363.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,2.1,0.5,low,low,0.339,mid,1,0.042854,no,hard_negatives
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2826.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2826.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,20.4,4.8,low,low,0.910,high,6,0.343056,yes,confident
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2828.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2828.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,42.8,8.6,low,low,0.931,high,5,0.235462,yes,confident
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2829.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2829.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,102.9,104.1,high,high,0.271,mid,1,0.186861,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2831.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2831.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,95.3,104.5,high,high,0.459,mid,1,0.205799,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2904.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2904.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,65.2,91.5,high,mid,0.210,low,3,0.328043,yes,faint
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2906.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2906.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,55.1,90.9,mid,mid,0.364,mid,3,0.369682,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2927.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2927.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,57.4,86.1,mid,mid,0.394,mid,3,0.319838,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2933.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2933.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,46.1,80.7,low,mid,0.308,mid,2,0.346471,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2936.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2936.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,44.6,78.3,low,mid,0.166,low,2,0.330137,yes,faint
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2941.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2941.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,43.5,76.5,low,mid,0.294,mid,1,0.294800,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2942.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2942.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,43.9,75.4,low,mid,0.272,mid,1,0.320501,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2943.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2943.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,43.8,74.7,low,mid,0.434,mid,2,0.329113,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2950.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2950.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,45.9,85.7,low,mid,0.792,high,1,0.274512,yes,confident
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2951.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2951.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,46.2,84.8,low,mid,0.332,mid,1,0.309088,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2952.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2952.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,47.3,84.9,low,mid,0.395,mid,1,0.279143,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2953.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2953.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,47.5,84.1,low,mid,0.684,high,1,0.279642,yes,confident
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2956.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2956.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,51.6,84.2,mid,mid,0.369,mid,1,0.301600,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2958.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2958.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,57.4,84.0,mid,mid,0.550,high,1,0.277189,yes,confident
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2961.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2961.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,61.7,82.8,mid,mid,0.315,mid,1,0.301719,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2965.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2965.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,81.3,82.1,high,mid,0.673,high,1,0.277415,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2986.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2986.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,55.7,78.7,mid,mid,0.228,low,1,0.279839,yes,faint
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2987.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2987.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,57.5,79.1,mid,mid,0.452,mid,1,0.276689,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2996.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2996.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,68.1,77.2,high,mid,0.426,mid,1,0.289744,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR3052.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR3052.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,45.6,72.0,low,low,0.129,low,1,0.000642,no,faint
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR3073.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR3073.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,56.5,70.3,mid,low,0.297,mid,1,0.000897,no,hard_negatives
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR3074.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR3074.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,56.9,70.7,mid,low,0.207,low,1,0.000726,no,faint
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR3075.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR3075.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,57.1,70.4,mid,low,0.421,mid,1,0.000674,no,hard_negatives
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR3076.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR3076.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,59.0,70.7,mid,low,0.303,mid,1,0.000634,no,hard_negatives
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR3077.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR3077.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,58.5,70.8,mid,low,0.112,low,1,0.000546,no,faint
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR3090.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR3090.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,46.5,68.8,low,low,0.106,low,1,0.000290,no,faint
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR3095.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR3095.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,45.8,70.1,low,low,0.281,mid,1,0.000672,no,hard_negatives
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR3102.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR3102.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,45.2,69.6,low,low,0.265,mid,3,0.058878,no,hard_negatives
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR3108.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR3108.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,45.9,69.1,low,low,0.763,high,1,0.002322,no,confident
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR3112.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR3112.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,45.4,67.5,low,low,0.261,mid,2,0.030096,no,hard_negatives
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3167.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3167.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,44.0,64.9,low,low,0.144,low,1,0.000443,no,faint
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3189.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3189.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,59.4,62.3,mid,low,0.608,high,1,0.001370,no,confident
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3209.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3209.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,52.1,60.7,mid,low,0.286,mid,1,0.002252,no,hard_negatives
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3210.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3210.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,56.5,62.2,mid,low,0.677,high,2,0.002776,no,confident
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3215.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3215.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,60.4,61.8,mid,low,0.626,high,1,0.002242,no,hard_negatives
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3217.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3217.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,60.9,61.2,mid,low,0.126,low,1,0.000936,no,faint
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3232.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3232.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,79.0,61.5,high,low,0.528,high,2,0.001408,no,hard_negatives
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3258.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3258.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,79.3,59.4,high,low,0.786,high,2,0.002155,no,hard_negatives
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3311.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3311.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,76.8,56.2,high,low,0.334,mid,1,0.000469,no,hard_negatives
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3376.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3376.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,95.0,42.8,high,low,0.615,high,3,0.001666,no,confident
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3394.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3394.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,122.6,43.5,high,low,0.712,high,3,0.279984,yes,confident
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3419.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3419.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,118.0,38.9,high,low,0.174,low,4,0.286913,yes,faint
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3443.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3443.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,83.6,44.9,high,low,0.683,high,1,0.287381,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3459.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3459.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,56.5,70.8,mid,low,0.410,mid,1,0.001986,no,hard_negatives
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3462.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3462.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,40.9,73.9,low,low,0.376,mid,3,0.296980,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3477.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3477.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,66.8,88.0,high,mid,0.768,high,3,0.042176,no,confident
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3479.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3479.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,53.4,88.9,mid,mid,0.246,low,1,0.028373,no,faint
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3487.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3487.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,88.7,91.6,high,mid,0.309,mid,1,0.317597,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3490.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3490.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,66.6,92.5,high,mid,0.816,high,2,0.382468,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3504.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3504.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,60.7,101.2,mid,mid,0.690,high,3,0.125939,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3505.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3505.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,62.7,101.2,mid,mid,0.758,high,2,0.133124,yes,confident
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3509.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3509.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,63.4,103.1,high,mid,0.123,low,1,0.283131,yes,faint
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3510.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3510.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,61.4,103.7,mid,mid,0.467,mid,3,0.164271,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3545.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3545.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,53.3,108.3,mid,high,0.492,mid,3,0.032853,no,hard_negatives
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3550.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3550.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,50.7,108.4,mid,high,0.665,high,3,0.115128,yes,confident
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3558.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3558.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,44.7,108.6,low,high,0.817,high,1,0.037308,no,confident
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3572.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3572.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,63.3,112.1,high,high,0.563,high,1,0.026013,no,confident
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3575.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3575.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,61.2,111.4,mid,high,0.612,high,1,0.032528,no,hard_negatives
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3580.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3580.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,64.9,111.2,high,high,0.349,mid,1,0.012911,no,hard_negatives
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3589.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3589.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,63.6,110.9,high,high,0.269,mid,1,0.012506,no,hard_negatives
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3627.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3627.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,67.8,107.1,high,high,0.405,mid,2,0.011716,no,hard_negatives
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3656.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3656.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,63.1,113.4,high,high,0.323,mid,1,0.213490,yes,hard_negatives
